30.37195969	0.538677748	-1
16.43598148	0.998970784	-1.1
12.04759446	0.485583987	-1
9.597424731	0.390368549	-1
8.019021281	0.343495593	-1
6.268103647	0.4616395	-1
5.334102795	0.400089313	-1
4.690446255	0.35543414	-1
3.882746032	0.304380919	-1
3.28992534	0.484326911	-1
33.40157182	0.28469446	-1
18.64908843	0.431964394	-1
13.61187057	0.318950287	-1
10.58251612	0.470700092	-1
9.009401622	0.412146302	-1
7.375570122	0.341300016	-1
6.238468539	0.462700287	-1
5.567677663	0.427662693	-1
4.763225577	0.363474282	-1
4.251884014	0.356104341	-1
32.81111836	0.592365325	-1
19.32406911	0.369836672	-1
13.69265988	0.473670075	-1
11.02298661	0.419669892	-1
9.17965199	0.521463698	-1
7.59462637	0.42924548	-1
6.583397555	0.414009961	-1
5.834383826	0.501329798	-1
5.027150057	0.464069502	-1
4.561250911	0.425031806	-1
32.48226012	0.514609485	-1
18.35250673	0.553892155	-1
13.10564684	0.592792718	-1
10.60113976	0.50677102	-1
8.846845672	0.598276949	-1
7.317156236	0.516685357	-1
6.366965573	0.467382248	-1
5.671091243	0.556536997	-1
4.93078633	0.495357958	-1
4.488528438	0.482144311	-1
32.91202426	0.763728763	-1
18.9132738	0.701117445	-1
13.97618496	0.549463706	-1
10.8602171	0.747641159	-1
10.28312391	0.168653489	-0.9
8.30030979	0.138184596	-0.9
7.230955049	0.038224847	-0.9
5.328623047	0.811340693	-1
4.635578819	0.642742351	-1
4.229062148	0.584895212	-1
31.08331171	0.618096153	-1
17.60343666	0.598536109	-1
12.59588093	0.636406553	-1
9.980122121	0.672503812	-1
8.536784082	0.596037353	-1
6.951890761	0.628989304	-1
6.07420828	0.58328212	-1
5.511154626	0.548867012	-1
4.728618574	0.619747044	-1
4.341868522	0.617666875	-1
28.69715502	0.862427232	-1
16.33307122	0.727723245	-1
11.64668522	0.736705685	-1
9.211997672	0.755693128	-1
7.847828089	0.679425318	-1
6.380811039	0.691653637	-1
5.571158333	0.639352976	-1
5.058659621	0.591515978	-1
4.44268128	0.531831964	-1
4.106552118	0.520376334	-1
27.61974802	0.715617229	-1
15.12210332	0.818229643	-1
10.84421375	0.76377037	-1
8.755536313	0.643716675	-1
7.308923013	0.686279469	-1
6.038601063	0.588294123	-1
5.278186054	0.543052724	-1
4.802417513	0.499742431	-1
4.998229291	0.021250841	-0.9
4.638646945	0.022449146	-0.9
22.24736958	0.158687502	-0.9
12.89487505	0.078483308	-0.9
9.393811389	0.023699847	-0.9
7.488600487	0.047303746	-0.9
6.30360893	0.073193793	-0.9
5.129245515	0.08381774	-0.9
4.416495403	0.087813155	-0.9
3.946028645	0.106374138	-0.9
3.408417197	0.100405824	-0.9
3.101922358	0.11506811	-0.9
23.05830896	0.212777099	-0.9
13.32337342	0.135876527	-0.9
9.645574024	0.117583491	-0.9
7.711004475	0.105550773	-0.9
6.496291509	0.114552399	-0.9
5.27975278	0.120567324	-0.9
4.561110273	0.117747286	-0.9
4.085098647	0.119967533	-0.9
3.523422997	0.12617447	-0.9
3.214964984	0.135691406	-0.9
20.94531299	0.299534413	-0.9
11.97632365	0.227913776	-0.9
8.591792702	0.220683468	-0.9
6.859174775	0.197216472	-0.9
5.796703278	0.185229938	-0.9
4.732604669	0.166263178	-0.9
4.083459073	0.170897277	-0.9
3.666972119	0.166825624	-0.9
3.172156557	0.165338795	-0.9
2.904965174	0.163715898	-0.9
22.27140636	0.363838644	-0.9
12.71703877	0.283079307	-0.9
9.149379773	0.250178543	-0.9
7.30083666	0.223810847	-0.9
6.167273055	0.206357237	-0.9
5.030930065	0.193163285	-0.9
4.351774608	0.185620376	-0.9
3.909160223	0.180685674	-0.9
3.388679122	0.174394303	-0.9
3.123874805	0.169999369	-0.9
23.55495738	0.359850574	-0.9
13.44866965	0.291266093	-0.9
9.731313648	0.244669667	-0.9
7.783096379	0.219151318	-0.9
6.582801945	0.206059372	-0.9
5.376131187	0.190352751	-0.9
4.668086318	0.176458209	-0.9
4.215006727	0.168872894	-0.9
3.653349702	0.166947933	-0.9
3.623027224	0.012747552	-0.8
24.2044702	0.367076518	-0.9
13.88662766	0.298368305	-0.9
10.05277749	0.246500509	-0.9
8.02180321	0.226921217	-0.9
6.817521605	0.20468207	-0.9
5.594956181	0.18582131	-0.9
5.063655991	0.00604062	-0.8
4.572330495	0.013924472	-0.8
3.984678574	0.028417746	-0.8
3.680008533	0.036255938	-0.8
24.30899636	0.449347847	-0.9
14.01770739	0.330274404	-0.9
10.13376504	0.283962155	-0.9
8.310515379	0.012767251	-0.8
7.048881062	0.02602514	-0.8
5.801820832	0.033933101	-0.8
5.049193442	0.043812133	-0.8
4.548815077	0.052062505	-0.8
3.989888294	0.056000261	-0.8
3.702808874	0.06101757	-0.8
23.8631928	0.431335708	-0.9
13.7288244	0.333414007	-0.9
10.0597091	0.018840364	-0.8
8.086284284	0.035656863	-0.8
6.857070054	0.046957109	-0.8
5.641018786	0.055070612	-0.8
4.936296489	0.057262883	-0.8
4.455782307	0.062043082	-0.8
3.917773493	0.065410551	-0.8
3.631954623	0.06954239	-0.8
22.97000062	0.430245161	-0.9
13.2908989	0.00019679	-0.8
9.641513234	0.038284452	-0.8
7.785987948	0.04491291	-0.8
6.610525339	0.053888065	-0.8
5.445054952	0.060213284	-0.8
4.76155791	0.062071549	-0.8
4.315198497	0.065559905	-0.8
3.786789472	0.068817908	-0.8
3.522415105	0.07089543	-0.8
22.02743722	0.442438292	-0.9
12.64504146	0.044719399	-0.8
9.266236322	0.058618946	-0.8
7.428821289	0.069133389	-0.8
6.349069494	0.069553773	-0.8
5.237386672	0.072020498	-0.8
4.596023464	0.072796219	-0.8
4.163838113	0.073156696	-0.8
3.660912222	0.074946363	-0.8
3.397875942	0.077887138	-0.8
21.51601453	0.330483698	-0.9
12.58547457	0.252373481	-0.9
9.068634822	0.009802136	-0.8
